title,date,description,image,image_alt,speaker,biography
From Presbyterian Roots to Embracing the Goddess,"Friday, June 12, 2026","In this talk, Selisse Berry shares the story of her evolving spiritual path—one that began in the structured, familiar rhythms of the Presbyterian tradition and gradually unfolded into a more expansive, embodied relationship with the sacred feminine.<br><br> She reflects on the early foundations of faith - the values and questions that shaped her childhood understanding of God. From there,  she explores the moments of tension and awakening—times when inherited beliefs no longer held her experience, and something deeper began calling.",selisse_berry.jpeg,image of Selisse Berry,Selisse Berry,"Selisse is the Founder and former CEO of Out & Equal Workplace Advocates, the world’s largest nonprofit organization dedicated to creating safe and equitable workplaces for lesbian, gay, bisexual, transgender and queer (LGBTQ) people. She is currently a consultant  bringing years of experience in workplace equality, strategic planning and non-profit management to aid organizations and companies internationally."
